BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,FLOOR NUMBER,ROOM TYPE,VERIFICATION DATE,OWNERSHIP,DUPLICATE BARCODE,ASSET CONDITION,OWNER,LEASED,VIN NUMBER,DATE OF VERIFICATION,SUPPLIER NAME,GAMAP FUNDING,GFS FUNDING,QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,FROM NODE,TO NODE,NODE LAYER,START LAT,START LONG,END LAT,END LONG,GIS_ID,STAND NUMBER,STREET NAME,LAND RENTED (Y/N),LAND OR IMPROVEMENTS,LAND MATCHED,ERF NUMBER,PORTION,EXTENSION,TITLE DEED NUMBER,SURVEY GENERAL REFERANCE NO,LAND SIZE,VOTE NUMBER,ORDER NUMBER,ORDER DATE,INVOICE NUMBER,INVOICE DATE,CHEQUE NUMBER,WAS ASSET BROUGHT IN ON A DRC,
A05432,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00481,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03585,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04031,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04001,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03573,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03369,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00427,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05426,FIRE EXTINGUISHER,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FIRE EXTINGUISHER,SAFE QUIP 9KG,,YES,TECHNICAL SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05427,FIRE EXTINGUISHER,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FIRE EXTINGUISHER,SAFE QUIP 9KG,,YES,TECHNICAL SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05428,FIRE EXTINGUISHER,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FIRE EXTINGUISHER,SAFE QUIP 9KG,,YES,TECHNICAL SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05429,FIRE EXTINGUISHER,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FIRE EXTINGUISHER,SAFE QUIP 9KG,,YES,TECHNICAL SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05430,FIRE EXTINGUISHER,N/A,OTHER ASSETS,FURNITURE & FITTNGS,FIRE EXTINGUISHER,SAFE QUIP 9KG,,YES,TECHNICAL SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03556,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03993,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00514,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03991,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05431,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03419,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03986,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03296,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03974,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03303,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03470,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00549,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03954,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00519,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03327,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05407,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05408,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05409,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05410,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05411,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05412,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05413,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05414,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05415,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05419,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
