BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,FLOOR NUMBER,ROOM TYPE,VERIFICATION DATE,OWNERSHIP,DUPLICATE BARCODE,ASSET CONDITION,OWNER,LEASED,VIN NUMBER,DATE OF VERIFICATION,SUPPLIER NAME,GAMAP FUNDING,GFS FUNDING,QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,FROM NODE,TO NODE,NODE LAYER,START LAT,START LONG,END LAT,END LONG,GIS_ID,STAND NUMBER,STREET NAME,LAND RENTED (Y/N),LAND OR IMPROVEMENTS,LAND MATCHED,ERF NUMBER,PORTION,EXTENSION,TITLE DEED NUMBER,SURVEY GENERAL REFERANCE NO,LAND SIZE,VOTE NUMBER,ORDER NUMBER,ORDER DATE,INVOICE NUMBER,INVOICE DATE,CHEQUE NUMBER,WAS ASSET BROUGHT IN ON A DRC,
A07669,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.075S,25°46.434E,N/A,N/A,N/A,N/A,N6,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07670,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.070S,25°46.423E,N/A,N/A,N/A,N/A,N6,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07671,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.058S,25°46.402E,N/A,N/A,N/A,N/A,N6,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07672,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.053S,25°46.384E,N/A,N/A,N/A,N/A,N6,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07673,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.066S,25°46.375E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07674,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.070S,25°46.361E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07675,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.075S,25°46.343E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07676,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.078S,25°46.328E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07677,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.084S,25°46.313E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07678,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.062S,25°46.371E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07679,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.065S,25°46.364E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07680,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.074S,25°46.335E,N/A,N/A,N/A,N/A,N7,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07681,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.052S,25°46.322E,N/A,N/A,N/A,N/A,N8,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07682,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.030S,25°46.323E,N/A,N/A,N/A,N/A,N8,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07683,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.043S,25°46.314E,N/A,N/A,N/A,N/A,N8,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07684,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.056S,25°46.323E,N/A,N/A,N/A,N/A,N8,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07685,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°41.071S,25°46.328E,N/A,N/A,N/A,N/A,N8,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07686,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.244S,25°46.407E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07687,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.237S,25°46.375E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07688,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.230S,25°46.351E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07689,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.136S,25°46.309E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07690,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.091S,25°46.291E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07691,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°41.047S,25°46.270E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07692,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.996S,25°46.236E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07693,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.970S,25°46.220E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07694,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.918S,25°46.209E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07695,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.867S,25°46.197E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07696,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.823S,25°46.186E,N/A,N/A,N/A,N/A,N1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07697,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.772S,25°46.177E,N/A,N/A,N/A,N/A,PRESIDENT STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07698,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.729S,25°46.168E,N/A,N/A,N/A,N/A,PRESIDENT STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07699,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.683S,25°46.162E,N/A,N/A,N/A,N/A,PRESIDENT STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07700,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.633S,25°46.152E,N/A,N/A,N/A,N/A,PRESIDENT STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07701,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.615S,25°46.150E,N/A,N/A,N/A,N/A,PRESIDENT STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07702,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.241S,25°46.027E,N/A,N/A,N/A,N/A,FIELD,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07703,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.237S,25°46.005E,N/A,N/A,N/A,N/A,FIELD,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07704,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.234S,25°45.993E,N/A,N/A,N/A,N/A,FIELD,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07705,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.224S,25°45.969E,N/A,N/A,N/A,N/A,FIELD,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A07706,T-POLE NO LIGHT,N/A,INFRASTRUCTURE,ELECTRICITY,T-POLE NO LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,14M,N/A,N/A,N/A,28°40.219S,25°45.943E,N/A,N/A,N/A,N/A,FIELD,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05801,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°40.416S,25°45.198E,N/A,N/A,N/A,N/A,BRAND STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05802,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°40.413S,25°45.186E,N/A,N/A,N/A,N/A,BRAND STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05803,STREET LIGHT ,N/A,INFRASTRUCTURE,ELECTRICITY,STREET LIGHT SINGLE LIGHT,WOODEN POLE,,YES,TECHNICAL SERVICES,ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,N/A,N/A,N/A,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,,N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,28°40.413S,25°45.167E,N/A,N/A,N/A,N/A,BRAND STREET,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
